data;codvendedor;vendedor;codfornec;fornecedor;meta_valor;meta_positivacao
2025-08-01;17;Vanessa Barbosa Melo;467;BARRAS;174689.93;29
2025-08-01;17;Vanessa Barbosa Melo;457;PAÇOCA;174342.57;15
2025-08-01;17;Vanessa Barbosa Melo;456;BALA;286308.2;42
2025-08-01;17;Vanessa Barbosa Melo;450;PANINIS;164307.66;25
2025-08-01;17;Vanessa Barbosa Melo;642;QUEIJINHOS;103786.11;32
2025-08-01;17;Vanessa Barbosa Melo;681;LEITECONDENSADO;62164.53;28
2025-08-01;18;William Santos Cruz;1;PANE;173723.55;40
2025-08-01;18;William Santos Cruz;396;QUEIJO;121437.1;10
2025-08-01;18;William Santos Cruz;540;IOG;261793.09;37
2025-08-01;18;William Santos Cruz;449;BRINQUEDOS;83483.74;26
2025-08-01;18;William Santos Cruz;406;NUMBERONE;231877.02;35
2025-08-01;18;William Santos Cruz;467;BARRAS;141484.34;35
2025-08-01;18;William Santos Cruz;457;PAÇOCA;62789.42;45
2025-08-01;18;William Santos Cruz;456;BALA;98663.83;45
2025-08-01;18;William Santos Cruz;450;PANINIS;122150.42;34
2025-08-01;18;William Santos Cruz;642;QUEIJINHOS;176063.88;45
2025-08-01;18;William Santos Cruz;681;LEITECONDENSADO;119930.17;49
2025-08-01;19;Yara Oliveira Campos;1;PANE;220099.66;17
2025-08-01;19;Yara Oliveira Campos;396;QUEIJO;82165.85;16
2025-08-01;19;Yara Oliveira Campos;540;IOG;148475.93;31
2025-08-01;19;Yara Oliveira Campos;449;BRINQUEDOS;189457.96;33
2025-08-01;19;Yara Oliveira Campos;406;NUMBERONE;238741.29;22
2025-08-01;19;Yara Oliveira Campos;467;BARRAS;200615.74;35
2025-08-01;19;Yara Oliveira Campos;457;PAÇOCA;175019.48;12
2025-08-01;19;Yara Oliveira Campos;456;BALA;59728.49;31
2025-08-01;19;Yara Oliveira Campos;450;PANINIS;250991.46;43
2025-08-01;19;Yara Oliveira Campos;642;QUEIJINHOS;164247.14;48
2025-08-01;19;Yara Oliveira Campos;681;LEITECONDENSADO;273282.92;18
2025-08-01;20;Bruno Costa Andrade;1;PANE;131991.46;49
2025-08-01;20;Bruno Costa Andrade;396;QUEIJO;129632.51;35
2025-08-01;20;Bruno Costa Andrade;540;IOG;297653.93;29
2025-08-01;20;Bruno Costa Andrade;449;BRINQUEDOS;198431.16;42
2025-08-01;20;Bruno Costa Andrade;406;NUMBERONE;257072.35;44
2025-08-01;20;Bruno Costa Andrade;467;BARRAS;172461.66;46
2025-08-01;20;Bruno Costa Andrade;457;PAÇOCA;124947.64;11
2025-08-01;20;Bruno Costa Andrade;456;BALA;142089.45;17
2025-08-01;20;Bruno Costa Andrade;450;PANINIS;294974.51;47
2025-08-01;20;Bruno Costa Andrade;642;QUEIJINHOS;126919.46;50
2025-08-01;20;Bruno Costa Andrade;681;LEITECONDENSADO;56661.79;40
2025-09-01;1;Ana Beatriz Costa;1;PANE;116382.61;47
2025-09-01;1;Ana Beatriz Costa;396;QUEIJO;194408.6;13
2025-09-01;1;Ana Beatriz Costa;540;IOG;195880.82;20
2025-09-01;1;Ana Beatriz Costa;449;BRINQUEDOS;181058.08;49
2025-09-01;1;Ana Beatriz Costa;406;NUMBERONE;243651.53;34
2025-09-01;1;Ana Beatriz Costa;467;BARRAS;86943.93;25
2025-09-01;1;Ana Beatriz Costa;457;PAÇOCA;57892.63;17
2025-09-01;1;Ana Beatriz Costa;456;BALA;97696.08;38
2025-09-01;1;Ana Beatriz Costa;450;PANINIS;128423.12;19
2025-09-01;1;Ana Beatriz Costa;642;QUEIJINHOS;153240.03;23
2025-09-01;1;Ana Beatriz Costa;681;LEITECONDENSADO;152594.35;49
2025-09-01;2;Carlos Eduardo Silva;1;PANE;280130.24;13
2025-09-01;2;Carlos Eduardo Silva;396;QUEIJO;226443.81;43
2025-09-01;2;Carlos Eduardo Silva;540;IOG;101835.43;30
2025-09-01;2;Carlos Eduardo Silva;449;BRINQUEDOS;299530.72;40
2025-09-01;2;Carlos Eduardo Silva;406;NUMBERONE;181369.29;30
2025-09-01;2;Carlos Eduardo Silva;467;BARRAS;289171.37;39
2025-09-01;2;Carlos Eduardo Silva;457;PAÇOCA;278031.04;31
2025-09-01;2;Carlos Eduardo Silva;456;BALA;186568.3;26
2025-09-01;2;Carlos Eduardo Silva;450;PANINIS;202519.15;22
2025-09-01;2;Carlos Eduardo Silva;642;QUEIJINHOS;289334.35;27
2025-09-01;2;Carlos Eduardo Silva;681;LEITECONDENSADO;189521.66;24
2025-09-01;3;Daniela Oliveira Santos;1;PANE;285371.39;29
2025-09-01;3;Daniela Oliveira Santos;396;QUEIJO;242793.57;23
2025-09-01;3;Daniela Oliveira Santos;540;IOG;222559.98;41
2025-09-01;3;Daniela Oliveira Santos;449;BRINQUEDOS;129260.19;32
2025-09-01;3;Daniela Oliveira Santos;406;NUMBERONE;190121.9;27
2025-09-01;3;Daniela Oliveira Santos;467;BARRAS;121947.34;46
2025-09-01;3;Daniela Oliveira Santos;457;PAÇOCA;219155.56;34
2025-09-01;3;Daniela Oliveira Santos;456;BALA;273940.12;35
2025-09-01;3;Daniela Oliveira Santos;450;PANINIS;254594.37;19
2025-09-01;3;Daniela Oliveira Santos;642;QUEIJINHOS;122613.16;28
2025-09-01;3;Daniela Oliveira Santos;681;LEITECONDENSADO;288828.43;15
2025-09-01;4;Eduardo Almeida Neto;1;PANE;136590.88;38
2025-09-01;4;Eduardo Almeida Neto;396;QUEIJO;213993.01;40
2025-09-01;4;Eduardo Almeida Neto;540;IOG;103496.7;44
2025-09-01;4;Eduardo Almeida Neto;449;BRINQUEDOS;117783.18;45
2025-09-01;4;Eduardo Almeida Neto;406;NUMBERONE;224042.83;18
2025-09-01;4;Eduardo Almeida Neto;467;BARRAS;77306.65;47
2025-09-01;4;Eduardo Almeida Neto;457;PAÇOCA;109820.52;13
2025-09-01;4;Eduardo Almeida Neto;456;BALA;217458.49;43
2025-09-01;4;Eduardo Almeida Neto;450;PANINIS;106417.91;24
2025-09-01;4;Eduardo Almeida Neto;642;QUEIJINHOS;63122.78;36
2025-09-01;4;Eduardo Almeida Neto;681;LEITECONDENSADO;132573.41;40
2025-09-01;5;Fernanda Lima Souza;1;PANE;75136.23;18
2025-09-01;5;Fernanda Lima Souza;396;QUEIJO;51295.36;45
2025-09-01;5;Fernanda Lima Souza;540;IOG;294477.68;20
2025-09-01;5;Fernanda Lima Souza;449;BRINQUEDOS;151726.86;40
2025-09-01;5;Fernanda Lima Souza;406;NUMBERONE;169362.13;22
2025-09-01;5;Fernanda Lima Souza;467;BARRAS;238977.76;28
2025-09-01;5;Fernanda Lima Souza;457;PAÇOCA;130291.93;13
2025-09-01;5;Fernanda Lima Souza;456;BALA;276984.24;15
2025-09-01;5;Fernanda Lima Souza;450;PANINIS;213074.68;24
2025-09-01;5;Fernanda Lima Souza;642;QUEIJINHOS;183788.07;12
2025-09-01;5;Fernanda Lima Souza;681;LEITECONDENSADO;278307.43;21
2025-09-01;6;Gabriel Barbosa Rocha;1;PANE;154471.25;21
2025-09-01;6;Gabriel Barbosa Rocha;396;QUEIJO;283480.65;12
2025-09-01;6;Gabriel Barbosa Rocha;540;IOG;299292.95;35
2025-09-01;6;Gabriel Barbosa Rocha;449;BRINQUEDOS;246990.16;21
2025-09-01;6;Gabriel Barbosa Rocha;406;NUMBERONE;284152.19;28
2025-09-01;6;Gabriel Barbosa Rocha;467;BARRAS;269185.79;10
2025-09-01;6;Gabriel Barbosa Rocha;457;PAÇOCA;124598.05;48
2025-09-01;6;Gabriel Barbosa Rocha;456;BALA;76825.17;31
2025-09-01;6;Gabriel Barbosa Rocha;450;PANINIS;121140.41;44
2025-09-01;6;Gabriel Barbosa Rocha;642;QUEIJINHOS;181079.63;18
2025-09-01;6;Gabriel Barbosa Rocha;681;LEITECONDENSADO;262764.93;39
2025-09-01;7;Helena Martins Dias;1;PANE;118209.27;17
2025-09-01;7;Helena Martins Dias;396;QUEIJO;132671.02;39
2025-09-01;7;Helena Martins Dias;540;IOG;212071.33;21
2025-09-01;7;Helena Martins Dias;449;BRINQUEDOS;53521.05;31
2025-09-01;7;Helena Martins Dias;406;NUMBERONE;247691.92;46
2025-09-01;7;Helena Martins Dias;467;BARRAS;218600.28;22
2025-09-01;7;Helena Martins Dias;457;PAÇOCA;93873.73;50
2025-09-01;7;Helena Martins Dias;456;BALA;274260.69;37
2025-09-01;7;Helena Martins Dias;450;PANINIS;178820.16;15
2025-09-01;7;Helena Martins Dias;642;QUEIJINHOS;150208.31;16
2025-09-01;7;Helena Martins Dias;681;LEITECONDENSADO;96195.3;18
2025-09-01;8;Igor Pereira Gomes;1;PANE;169363.52;25
2025-09-01;8;Igor Pereira Gomes;396;QUEIJO;51707.53;34
2025-09-01;8;Igor Pereira Gomes;540;IOG;108880.31;27
2025-09-01;8;Igor Pereira Gomes;449;BRINQUEDOS;288508.71;29
2025-09-01;8;Igor Pereira Gomes;406;NUMBERONE;195615.19;46
2025-09-01;8;Igor Pereira Gomes;467;BARRAS;52858.93;33
2025-09-01;8;Igor Pereira Gomes;457;PAÇOCA;223192.15;13
2025-09-01;8;Igor Pereira Gomes;456;BALA;216946.53;39
2025-09-01;8;Igor Pereira Gomes;450;PANINIS;126701.59;35
2025-09-01;8;Igor Pereira Gomes;642;QUEIJINHOS;221518.4;29
2025-09-01;8;Igor Pereira Gomes;681;LEITECONDENSADO;222572.59;50
2025-09-01;9;Julia Carvalho Ribeiro;1;PANE;279032.6;28
2025-09-01;9;Julia Carvalho Ribeiro;396;QUEIJO;141885.98;24
2025-09-01;9;Julia Carvalho Ribeiro;540;IOG;104782.15;18
2025-09-01;9;Julia Carvalho Ribeiro;449;BRINQUEDOS;169545.47;39
2025-09-01;9;Julia Carvalho Ribeiro;406;NUMBERONE;236933.71;48
2025-09-01;9;Julia Carvalho Ribeiro;467;BARRAS;143406.21;45
2025-09-01;9;Julia Carvalho Ribeiro;457;PAÇOCA;278199.22;44
2025-09-01;9;Julia Carvalho Ribeiro;456;BALA;250498.75;23
2025-09-01;9;Julia Carvalho Ribeiro;450;PANINIS;240464.9;48
2025-09-01;9;Julia Carvalho Ribeiro;642;QUEIJINHOS;268283.76;15
2025-09-01;9;Julia Carvalho Ribeiro;681;LEITECONDENSADO;181376.66;43
2025-09-01;10;Lucas Fernandes Teixeira;1;PANE;225941.53;14
2025-09-01;10;Lucas Fernandes Teixeira;396;QUEIJO;279311.18;17
2025-09-01;10;Lucas Fernandes Teixeira;540;IOG;65439.51;45
2025-09-01;10;Lucas Fernandes Teixeira;449;BRINQUEDOS;275722.04;22
2025-09-01;10;Lucas Fernandes Teixeira;406;NUMBERONE;193175.42;19
2025-09-01;10;Lucas Fernandes Teixeira;467;BARRAS;91134.29;43
2025-09-01;10;Lucas Fernandes Teixeira;457;PAÇOCA;160460.14;23
2025-09-01;10;Lucas Fernandes Teixeira;456;BALA;229229.49;41
2025-09-01;10;Lucas Fernandes Teixeira;450;PANINIS;72735.41;42
2025-09-01;10;Lucas Fernandes Teixeira;642;QUEIJINHOS;161370.67;13
2025-09-01;10;Lucas Fernandes Teixeira;681;LEITECONDENSADO;163358.08;42
2025-09-01;11;Mariana Campos Araujo;1;PANE;153856.14;46
2025-09-01;11;Mariana Campos Araujo;396;QUEIJO;64434.2;39
2025-09-01;11;Mariana Campos Araujo;540;IOG;218191.93;29
2025-09-01;11;Mariana Campos Araujo;449;BRINQUEDOS;230820.02;35
2025-09-01;11;Mariana Campos Araujo;406;NUMBERONE;113614.3;10
2025-09-01;11;Mariana Campos Araujo;467;BARRAS;236451.12;47
2025-09-01;11;Mariana Campos Araujo;457;PAÇOCA;68257.38;37
2025-09-01;11;Mariana Campos Araujo;456;BALA;136132.22;14
2025-09-01;11;Mariana Campos Araujo;450;PANINIS;185290.88;13
2025-09-01;11;Mariana Campos Araujo;642;QUEIJINHOS;283645.7;14
2025-09-01;11;Mariana Campos Araujo;681;LEITECONDENSADO;296534.31;40
2025-09-01;12;Nicolas Moreira Lopes;1;PANE;57933.72;36
2025-09-01;12;Nicolas Moreira Lopes;396;QUEIJO;94995.33;18
2025-09-01;12;Nicolas Moreira Lopes;540;IOG;241456.92;36
2025-09-01;12;Nicolas Moreira Lopes;449;BRINQUEDOS;143615.23;34
2025-09-01;12;Nicolas Moreira Lopes;406;NUMBERONE;162134.28;34
2025-09-01;12;Nicolas Moreira Lopes;467;BARRAS;143911.38;44
2025-09-01;12;Nicolas Moreira Lopes;457;PAÇOCA;83247.45;32
2025-09-01;12;Nicolas Moreira Lopes;456;BALA;79658.29;44
2025-09-01;12;Nicolas Moreira Lopes;450;PANINIS;148264.66;18
2025-09-01;12;Nicolas Moreira Lopes;642;QUEIJINHOS;231964.54;24
2025-09-01;12;Nicolas Moreira Lopes;681;LEITECONDENSADO;258705.4;11
2025-09-01;13;Patricia Azevedo Castro;1;PANE;294622.67;39
2025-09-01;13;Patricia Azevedo Castro;396;QUEIJO;218374.96;44
2025-09-01;13;Patricia Azevedo Castro;540;IOG;156032.01;34
2025-09-01;13;Patricia Azevedo Castro;449;BRINQUEDOS;255840.11;25
2025-09-01;13;Patricia Azevedo Castro;406;NUMBERONE;165156.32;19
2025-09-01;13;Patricia Azevedo Castro;467;BARRAS;118912.43;17
2025-09-01;13;Patricia Azevedo Castro;457;PAÇOCA;58054.33;36
2025-09-01;13;Patricia Azevedo Castro;456;BALA;203730.8;11
2025-09-01;13;Patricia Azevedo Castro;450;PANINIS;110166.57;14
2025-09-01;13;Patricia Azevedo Castro;642;QUEIJINHOS;75224.18;12
2025-09-01;13;Patricia Azevedo Castro;681;LEITECONDENSADO;161610.27;13
2025-09-01;14;Rafael Monteiro Cardoso;1;PANE;111183.54;12
2025-09-01;14;Rafael Monteiro Cardoso;396;QUEIJO;150566.34;24
2025-09-01;14;Rafael Monteiro Cardoso;540;IOG;184939.95;13
2025-09-01;14;Rafael Monteiro Cardoso;449;BRINQUEDOS;85033.89;28
2025-09-01;14;Rafael Monteiro Cardoso;406;NUMBERONE;108540.38;46
2025-09-01;14;Rafael Monteiro Cardoso;467;BARRAS;129725.92;48
2025-09-01;14;Rafael Monteiro Cardoso;457;PAÇOCA;243134.55;30
2025-09-01;14;Rafael Monteiro Cardoso;456;BALA;109226.01;19
2025-09-01;14;Rafael Monteiro Cardoso;450;PANINIS;296423.89;43
2025-09-01;14;Rafael Monteiro Cardoso;642;QUEIJINHOS;105260.69;29
2025-09-01;14;Rafael Monteiro Cardoso;681;LEITECONDENSADO;118788.48;45
2025-09-01;15;Sandra Vieira Nunes;1;PANE;287130.06;21
2025-09-01;15;Sandra Vieira Nunes;396;QUEIJO;206498.28;37
2025-09-01;15;Sandra Vieira Nunes;540;IOG;188962.67;13
2025-09-01;15;Sandra Vieira Nunes;449;BRINQUEDOS;293072.56;34
2025-09-01;15;Sandra Vieira Nunes;406;NUMBERONE;246451.15;30
2025-09-01;15;Sandra Vieira Nunes;467;BARRAS;224077.1;36
2025-09-01;15;Sandra Vieira Nunes;457;PAÇOCA;87304.4;34
2025-09-01;15;Sandra Vieira Nunes;456;BALA;95969.74;44
2025-09-01;15;Sandra Vieira Nunes;450;PANINIS;168379.71;24
2025-09-01;15;Sandra Vieira Nunes;642;QUEIJINHOS;125184.1;19
2025-09-01;15;Sandra Vieira Nunes;681;LEITECONDENSADO;251444.04;13
2025-09-01;16;Thiago Correia Pinto;1;PANE;190596.49;36
2025-09-01;16;Thiago Correia Pinto;396;QUEIJO;189321.69;18
2025-09-01;16;Thiago Correia Pinto;540;IOG;147104.76;26
2025-09-01;16;Thiago Correia Pinto;449;BRINQUEDOS;100834.18;15
2025-09-01;16;Thiago Correia Pinto;406;NUMBERONE;280556.53;33
2025-09-01;16;Thiago Correia Pinto;467;BARRAS;73116.0;22
2025-09-01;16;Thiago Correia Pinto;457;PAÇOCA;62884.16;34
2025-09-01;16;Thiago Correia Pinto;456;BALA;218417.98;48
2025-09-01;16;Thiago Correia Pinto;450;PANINIS;59886.89;14
2025-09-01;16;Thiago Correia Pinto;642;QUEIJINHOS;97040.82;47
2025-09-01;16;Thiago Correia Pinto;681;LEITECONDENSADO;231076.31;45
2025-09-01;17;Vanessa Barbosa Melo;1;PANE;104254.13;23
2025-09-01;17;Vanessa Barbosa Melo;396;QUEIJO;267368.46;31
2025-09-01;17;Vanessa Barbosa Melo;540;IOG;125797.01;10
2025-09-01;17;Vanessa Barbosa Melo;449;BRINQUEDOS;102951.94;22
2025-09-01;17;Vanessa Barbosa Melo;406;NUMBERONE;290519.39;17
2025-09-01;17;Vanessa Barbosa Melo;467;BARRAS;236719.81;40
2025-09-01;17;Vanessa Barbosa Melo;457;PAÇOCA;278610.32;48
2025-09-01;17;Vanessa Barbosa Melo;456;BALA;225942.15;35
2025-09-01;17;Vanessa Barbosa Melo;450;PANINIS;278781.61;45
2025-09-01;17;Vanessa Barbosa Melo;642;QUEIJINHOS;130403.75;28
2025-09-01;17;Vanessa Barbosa Melo;681;LEITECONDENSADO;145165.44;44
2025-09-01;18;William Santos Cruz;1;PANE;212180.33;29
2025-09-01;18;William Santos Cruz;396;QUEIJO;115390.41;42
2025-09-01;18;William Santos Cruz;540;IOG;270702.99;39
2025-09-01;18;William Santos Cruz;449;BRINQUEDOS;74652.06;40
2025-09-01;18;William Santos Cruz;406;NUMBERONE;240407.24;30
2025-09-01;18;William Santos Cruz;467;BARRAS;278582.62;33
2025-09-01;18;William Santos Cruz;457;PAÇOCA;128230.5;12
2025-09-01;18;William Santos Cruz;456;BALA;190631.18;24
2025-09-01;18;William Santos Cruz;450;PANINIS;235313.09;11
2025-09-01;18;William Santos Cruz;642;QUEIJINHOS;115193.53;47
2025-09-01;18;William Santos Cruz;681;LEITECONDENSADO;194785.73;36
2025-09-01;19;Yara Oliveira Campos;1;PANE;123798.07;22
2025-09-01;19;Yara Oliveira Campos;396;QUEIJO;132466.32;34
2025-09-01;19;Yara Oliveira Campos;540;IOG;192447.38;25
2025-09-01;19;Yara Oliveira Campos;449;BRINQUEDOS;174825.37;31
2025-09-01;19;Yara Oliveira Campos;406;NUMBERONE;114331.69;41
2025-09-01;19;Yara Oliveira Campos;467;BARRAS;291627.07;41
2025-09-01;19;Yara Oliveira Campos;457;PAÇOCA;165207.25;32
2025-09-01;19;Yara Oliveira Campos;456;BALA;92316.43;44
2025-09-01;19;Yara Oliveira Campos;450;PANINIS;172079.08;44
2025-09-01;19;Yara Oliveira Campos;642;QUEIJINHOS;297580.89;13
2025-09-01;19;Yara Oliveira Campos;681;LEITECONDENSADO;180986.1;14
2025-09-01;20;Bruno Costa Andrade;1;PANE;286297.03;13
2025-09-01;20;Bruno Costa Andrade;396;QUEIJO;241084.71;36
2025-09-01;20;Bruno Costa Andrade;540;IOG;84372.88;50
2025-09-01;20;Bruno Costa Andrade;449;BRINQUEDOS;107858.35;19
2025-09-01;20;Bruno Costa Andrade;406;NUMBERONE;52285.37;42
2025-09-01;20;Bruno Costa Andrade;467;BARRAS;164002.41;13
2025-09-01;20;Bruno Costa Andrade;457;PAÇOCA;204458.81;49
2025-09-01;20;Bruno Costa Andrade;456;BALA;278187.86;41
2025-09-01;20;Bruno Costa Andrade;450;PANINIS;53932.94;44
2025-09-01;20;Bruno Costa Andrade;642;QUEIJINHOS;187910.89;10
2025-09-01;20;Bruno Costa Andrade;681;LEITECONDENSADO;54181.54;27
2025-10-01;1;Ana Beatriz Costa;1;PANE;183934.53;28
2025-10-01;1;Ana Beatriz Costa;396;QUEIJO;54285.65;37
2025-10-01;1;Ana Beatriz Costa;540;IOG;251541.92;21
2025-10-01;1;Ana Beatriz Costa;449;BRINQUEDOS;76754.11;16
2025-10-01;1;Ana Beatriz Costa;406;NUMBERONE;181096.35;25
2025-10-01;1;Ana Beatriz Costa;467;BARRAS;97983.01;43
2025-10-01;1;Ana Beatriz Costa;457;PAÇOCA;113104.55;32
2025-10-01;1;Ana Beatriz Costa;456;BALA;116831.18;35
2025-10-01;1;Ana Beatriz Costa;450;PANINIS;69754.81;35
2025-10-01;1;Ana Beatriz Costa;642;QUEIJINHOS;164749.44;25
2025-10-01;1;Ana Beatriz Costa;681;LEITECONDENSADO;297558.26;24
2025-10-01;2;Carlos Eduardo Silva;1;PANE;124993.66;15
2025-10-01;2;Carlos Eduardo Silva;396;QUEIJO;213433.93;12
2025-10-01;2;Carlos Eduardo Silva;540;IOG;73375.13;34
2025-10-01;2;Carlos Eduardo Silva;449;BRINQUEDOS;144292.39;40
2025-10-01;2;Carlos Eduardo Silva;406;NUMBERONE;64028.73;10
2025-10-01;2;Carlos Eduardo Silva;467;BARRAS;225711.29;15
2025-10-01;2;Carlos Eduardo Silva;457;PAÇOCA;174964.6;37
2025-10-01;2;Carlos Eduardo Silva;456;BALA;211226.81;31
2025-10-01;2;Carlos Eduardo Silva;450;PANINIS;191464.16;16
2025-10-01;2;Carlos Eduardo Silva;642;QUEIJINHOS;273697.8;12
2025-10-01;2;Carlos Eduardo Silva;681;LEITECONDENSADO;107441.62;46
2025-10-01;3;Daniela Oliveira Santos;1;PANE;168875.07;12
2025-10-01;3;Daniela Oliveira Santos;396;QUEIJO;281039.82;27
2025-10-01;3;Daniela Oliveira Santos;540;IOG;274827.91;46
2025-10-01;3;Daniela Oliveira Santos;449;BRINQUEDOS;214527.31;21
2025-10-01;3;Daniela Oliveira Santos;406;NUMBERONE;282191.59;30
2025-10-01;3;Daniela Oliveira Santos;467;BARRAS;53914.52;23
2025-10-01;3;Daniela Oliveira Santos;457;PAÇOCA;196759.03;35
2025-10-01;3;Daniela Oliveira Santos;456;BALA;282218.74;29
2025-10-01;3;Daniela Oliveira Santos;450;PANINIS;90612.56;25
2025-10-01;3;Daniela Oliveira Santos;642;QUEIJINHOS;191673.98;34
2025-10-01;3;Daniela Oliveira Santos;681;LEITECONDENSADO;219258.74;44
2025-10-01;4;Eduardo Almeida Neto;1;PANE;132932.46;18
2025-10-01;4;Eduardo Almeida Neto;396;QUEIJO;247624.52;15
2025-10-01;4;Eduardo Almeida Neto;540;IOG;175198.21;32
2025-10-01;4;Eduardo Almeida Neto;449;BRINQUEDOS;63424.11;37
2025-10-01;4;Eduardo Almeida Neto;406;NUMBERONE;108036.0;14
2025-10-01;4;Eduardo Almeida Neto;467;BARRAS;135148.19;49
2025-10-01;4;Eduardo Almeida Neto;457;PAÇOCA;288714.6;35
2025-10-01;4;Eduardo Almeida Neto;456;BALA;292230.13;30
2025-10-01;4;Eduardo Almeida Neto;450;PANINIS;57406.41;27
2025-10-01;4;Eduardo Almeida Neto;642;QUEIJINHOS;245887.03;38
2025-10-01;4;Eduardo Almeida Neto;681;LEITECONDENSADO;172650.86;32
2025-10-01;5;Fernanda Lima Souza;1;PANE;188259.43;34
2025-10-01;5;Fernanda Lima Souza;396;QUEIJO;157961.99;47
2025-10-01;5;Fernanda Lima Souza;540;IOG;215167.98;15
2025-10-01;5;Fernanda Lima Souza;449;BRINQUEDOS;243041.85;28
2025-10-01;5;Fernanda Lima Souza;406;NUMBERONE;249513.79;14
2025-10-01;5;Fernanda Lima Souza;467;BARRAS;70509.5;19
2025-10-01;5;Fernanda Lima Souza;457;PAÇOCA;145000.0;50
2025-10-01;5;Fernanda Lima Souza;456;BALA;88569.22;34
2025-10-01;5;Fernanda Lima Souza;450;PANINIS;129169.56;16
2025-10-01;5;Fernanda Lima Souza;642;QUEIJINHOS;72880.11;29
2025-10-01;5;Fernanda Lima Souza;681;LEITECONDENSADO;161183.97;27
2025-10-01;6;Gabriel Barbosa Rocha;1;PANE;75557.85;15
2025-10-01;6;Gabriel Barbosa Rocha;396;QUEIJO;96847.95;38
2025-10-01;6;Gabriel Barbosa Rocha;540;IOG;189246.26;42
2025-10-01;6;Gabriel Barbosa Rocha;449;BRINQUEDOS;152011.04;11
2025-10-01;6;Gabriel Barbosa Rocha;406;NUMBERONE;72404.71;45
2025-10-01;6;Gabriel Barbosa Rocha;467;BARRAS;73266.07;48
2025-10-01;6;Gabriel Barbosa Rocha;457;PAÇOCA;246109.68;34
2025-10-01;6;Gabriel Barbosa Rocha;456;BALA;53085.15;36
2025-10-01;6;Gabriel Barbosa Rocha;450;PANINIS;146949.89;15
2025-10-01;6;Gabriel Barbosa Rocha;642;QUEIJINHOS;231210.96;45
2025-10-01;6;Gabriel Barbosa Rocha;681;LEITECONDENSADO;276301.89;25
2025-10-01;7;Helena Martins Dias;1;PANE;192990.11;20
2025-10-01;7;Helena Martins Dias;396;QUEIJO;221329.0;20
2025-10-01;7;Helena Martins Dias;540;IOG;84710.01;29
2025-10-01;7;Helena Martins Dias;449;BRINQUEDOS;117101.7;19
2025-10-01;7;Helena Martins Dias;406;NUMBERONE;65816.79;37
2025-10-01;7;Helena Martins Dias;467;BARRAS;118990.47;29
2025-10-01;7;Helena Martins Dias;457;PAÇOCA;171057.83;14
2025-10-01;7;Helena Martins Dias;456;BALA;140281.23;25
2025-10-01;7;Helena Martins Dias;450;PANINIS;230224.86;41
2025-10-01;7;Helena Martins Dias;642;QUEIJINHOS;198451.6;22
2025-10-01;7;Helena Martins Dias;681;LEITECONDENSADO;164465.41;18
2025-10-01;8;Igor Pereira Gomes;1;PANE;126164.5;35
2025-10-01;8;Igor Pereira Gomes;396;QUEIJO;133054.3;49
2025-10-01;8;Igor Pereira Gomes;540;IOG;144972.49;31
2025-10-01;8;Igor Pereira Gomes;449;BRINQUEDOS;160055.73;37
2025-10-01;8;Igor Pereira Gomes;406;NUMBERONE;253868.87;48
2025-10-01;8;Igor Pereira Gomes;467;BARRAS;84031.12;30
2025-10-01;8;Igor Pereira Gomes;457;PAÇOCA;200802.82;22
2025-10-01;8;Igor Pereira Gomes;456;BALA;169752.44;21
2025-10-01;8;Igor Pereira Gomes;450;PANINIS;291143.66;30
2025-10-01;8;Igor Pereira Gomes;642;QUEIJINHOS;122862.04;50
2025-10-01;8;Igor Pereira Gomes;681;LEITECONDENSADO;172751.83;46
2025-10-01;9;Julia Carvalho Ribeiro;1;PANE;245493.59;30
2025-10-01;9;Julia Carvalho Ribeiro;396;QUEIJO;144013.83;35
2025-10-01;9;Julia Carvalho Ribeiro;540;IOG;141253.88;46
2025-10-01;9;Julia Carvalho Ribeiro;449;BRINQUEDOS;99950.01;44
2025-10-01;9;Julia Carvalho Ribeiro;406;NUMBERONE;94981.8;45
2025-10-01;9;Julia Carvalho Ribeiro;467;BARRAS;56729.03;39
2025-10-01;9;Julia Carvalho Ribeiro;457;PAÇOCA;285743.73;23
2025-10-01;9;Julia Carvalho Ribeiro;456;BALA;159613.74;28
2025-10-01;9;Julia Carvalho Ribeiro;450;PANINIS;257820.45;14
2025-10-01;9;Julia Carvalho Ribeiro;642;QUEIJINHOS;254741.39;36
2025-10-01;9;Julia Carvalho Ribeiro;681;LEITECONDENSADO;218244.41;18
2025-10-01;10;Lucas Fernandes Teixeira;1;PANE;208334.01;25
2025-10-01;10;Lucas Fernandes Teixeira;396;QUEIJO;113170.42;19
2025-10-01;10;Lucas Fernandes Teixeira;540;IOG;228809.1;34
2025-10-01;10;Lucas Fernandes Teixeira;449;BRINQUEDOS;68491.28;48
2025-10-01;10;Lucas Fernandes Teixeira;406;NUMBERONE;169808.67;35
2025-10-01;10;Lucas Fernandes Teixeira;467;BARRAS;183591.85;36
2025-10-01;10;Lucas Fernandes Teixeira;457;PAÇOCA;185911.3;33
2025-10-01;10;Lucas Fernandes Teixeira;456;BALA;225408.57;44
2025-10-01;10;Lucas Fernandes Teixeira;450;PANINIS;198454.99;15
2025-10-01;10;Lucas Fernandes Teixeira;642;QUEIJINHOS;77342.36;25
2025-10-01;10;Lucas Fernandes Teixeira;681;LEITECONDENSADO;214400.41;32
